Time (sec),Conc Ea (mol/L)
0.0,0.05
5.0,0.04985673352435531
10.0,0.04971346704871061
15.0,0.04971346704871061
20.0,0.04928366762177651
25.0,0.048352435530085044
30.0,0.04742120343839437
35.0,0.046346704871056306
40.0,0.04505730659025788
45.0,0.043911174785100295
50.0,0.0427650429799427
55.0,0.04169054441260745
60.0,0.0406160458452722
65.0,0.039828080229225425
70.0,0.03869627507163324
75.0,0.03777936962750717
80.0,0.03686962750716332
85.0,0.03601002865329513
90.0,0.03518624641833494
95.0,0.03439828080228966
100.0,0.0336461318051555
105.0,0.03291547277936769
110.0,0.03221346704870898
115.0,0.03168338108882501
120.0,0.03102435530085832
125.0,0.030393982808021882
130.0,0.02977793696274973
135.0,0.029176217765042027
140.0,0.02847421203438395
145.0,0.02792263610315121
150.0,0.02738538681948364
155.0,0.0268839541547274
160.0,0.026389684813753186
165.0,0.02589541547277891
170.0,0.025494269340974113
175.0,0.025042979942693132
180.0,0.024598853868194565
185.0,0.024169054441260506
190.0,0.02373925501432637
195.0,0.02333810888252131
200.0,0.022951289398280655
205.0,0.022564469914039945
210.0,0.02219914040114601
215.0,0.021848137535816523
220.0,0.021525787965615995
225.0,0.021181948424068668
230.0,0.020838108882521376
235.0,0.020530085959885334
240.0,0.02021489971346698
245.0,0.019906876790830877
250.0,0.019613180515759263
255.0,0.019319484240687627
260.0,0.018896848137534627
265.0,0.018617478510028602
270.0,0.018345272206303685
275.0,0.018137535816618908
280.0,0.017872492836676173
285.0,0.017621776504297967
290.0,0.01737106017191974
295.0,0.01714183381088823
300.0,0.01690544412607447
305.0,0.016654727793696228
310.0,0.016446991404011454
315.0,0.01624641833810887
320.0,0.01602435530085958
325.0,0.01586676217765043
330.0,0.015666189111747844
335.0,0.015465616045845261
340.0,0.015272206303724918
345.0,0.015064469914040089
350.0,0.014885386819484231
355.0,0.014706303724928354
360.0,0.014527220630372484
365.0,0.014348137535816607
370.0,0.014154727793696259
375.0,0.013997134670487101
380.0,0.013846704871060163
385.0,0.013689111747850998
390.0,0.013502865329512876
395.0,0.013373925501432665
400.0,0.01320916905444125
405.0,0.013058739255014322
410.0,0.012908309455587394
415.0,0.01276504297994269
420.0,0.012621776504297997
425.0,0.012485673352435524
430.0,0.012371060171919773
435.0,0.0122349570200573
440.0,0.012098853868194833
445.0,0.011969914040114615
450.0,0.01182664756446991
455.0,0.011704871060171916
460.0,0.011583094555873924
465.0,0.011454154727793691
470.0,0.0113323782234957
475.0,0.011217765042979942
480.0,0.011088825214899704
485.0,0.010981375358166186
490.0,0.010873925501432657
495.0,0.010759312320916904
500.0,0.010659025787965614
505.0,0.01047994269340966
510.0,0.010422636103151858
515.0,0.010315186246418334
520.0,0.01021489971346705
525.0,0.01012177650429799
530.0,0.009999999999999997
535.0,0.009899713467048708
540.0,0.009820916905444125
545.0,0.009720630372492838
550.0,0.009598853868194838
555.0,0.00951289398280802
560.0,0.009426934097421201
565.0,0.00934097421203438
570.0,0.009240687679083094
575.0,0.009161891117478503
580.0,0.009083094555873918
585.0,0.008997134670487107
590.0,0.008925501432664754
595.0,0.008832378223495693
600.0,0.008753581661891122
605.0,0.008674785100286528
610.0,0.008595988538681943
615.0,0.008510028653295122
620.0,0.00842406876790831
625.0,0.008345272206303725
630.0,0.00828080229226361
635.0,0.008209169054441261
640.0,0.008137535816618913
645.0,0.008166189111747848
650.0,0.0080085959885385
655.0,0.007929799426934099
660.0,0.00794412607449841
665.0,0.007872492836676213
670.0,0.007800859598853865
675.0,0.007736389684813748
680.0,0.007671919770773638
685.0,0.007593123209169051
690.0,0.007542979942693403
695.0,0.007471346704871055
700.0,0.007421203438395413
705.0,0.007349570200573065
710.0,0.007292263610315179
715.0,0.007227793696275068
720.0,0.0071633237822349575
725.0,0.0071060171919770775
730.0,0.007048710601719191
735.0,0.006991404011461319
740.0,0.00691977077363897
745.0,0.006855300859598853
750.0,0.006805157593123205
755.0,0.006755014326647556
760.0,0.006697707736389683
765.0,0.006633237822349571
770.0,0.006590257879656161
775.0,0.006532951289398281
780.0,0.006482808022922632
785.0,0.0064326647564469834
790.0,0.00637535816618911
795.0,0.006325214899713461
800.0,0.006282234957020056
805.0,0.006246418338108882
810.0,0.006189111747850996
815.0,0.006131805157593122
820.0,0.006067335243553011
825.0,0.006024355300859601
830.0,0.005981375358166189
835.0,0.0059383954154727785
840.0,0.005881088825214899
845.0,0.005838108882521487
850.0,0.005787965616045838
855.0,0.00574498567335244
860.0,0.005694842406876791
865.0,0.005651862464183381
870.0,0.005616045845272206
875.0,0.005573065902578794
880.0,0.00553008595988539
885.0,0.005479942693409739
890.0,0.005436962750716329
895.0,0.005401146131805155
900.0,0.005351002865329513
905.0,0.005315186246418339
910.0,0.005279369627507165
915.0,0.005236389684813753
920.0,0.00520057306590258
925.0,0.005157593123209169
930.0,0.005121776504297994
935.0,0.005078796561604582
940.0,0.005042979942693409
945.0,0.004999999999999997
950.0,0.0049713467048710545
955.0,0.004921203438395417
960.0,0.004892550143266468
965.0,0.004849570200573063
970.0,0.004820916905444127
975.0,0.004770773638968478
980.0,0.0047349570200573045
985.0,0.004706303724928361
990.0,0.004670487106017187
995.0,0.004634670487106013
1000.0,0.004606017191977076
1005.0,0.004577363896848133
1010.0,0.004534383954154729
1015.0,0.004505730659025785
1020.0,0.0044699140401146115
1025.0,0.004441260744985668
1030.0,0.0044126074498567315
1035.0,0.004369627507163319
1040.0,0.004340974212034384
1045.0,0.004305157593123209
1050.0,0.004276504297994267
1055.0,0.004240687679083093
1060.0,0.004204871060171918
1065.0,0.004183381088825213
1070.0,0.004154727793696269
1075.0,0.004118911174785096
1080.0,0.0040902578796561595
1085.0,0.004061604584527216
1090.0,0.0040329512893982795
1095.0,0.003997134670487105
1100.0,0.0039756446991404005
1105.0,0.003939828080229225
1110.0,0.0039111747851002885
1115.0,0.0038825214899713464
1120.0,0.0038538681948424025
1125.0,0.0038323782234956968
1130.0,0.003796561604584523
1135.0,0.0037750716332378177
1140.0,0.0037392550143266427
1145.0,0.0037177650429799374
1150.0,0.003689111747851001
1155.0,0.0036676217765042956
1160.0,0.0036318051575931214
1165.0,0.003603151862464185
1170.0,0.003581661891117479
1175.0,0.0035530085959885353
1180.0,0.00353151862464183
1185.0,0.003502865329512887
1190.0,0.00347421203438395
1195.0,0.0034527220630372448
1200.0,0.003431232091690539
1205.0,0.003402578796561602
1210.0,0.0033810888252148964
1215.0,0.00335243553008596
1220.0,0.003323782234957017
1225.0,0.003309455587392549
1230.0,0.003280802292263605
1235.0,0.0032593123209169
1240.0,0.003237822349570194
1245.0,0.003209169054441258
1250.0,0.003187679083094552
1255.0,0.0031661891117478465
1260.0,0.0031375358166189095
1265.0,0.0031160458452722042
1270.0,0.0031017191977077353
1275.0,0.0030802292263610296
1280.0,0.003051575931232093
1285.0,0.0030300859598853874
1290.0,0.0030085959885386817
1295.0,0.0029871060171919764
1300.0,0.00296561604584527
1305.0,0.0029369627507163268
1310.0,0.002922636103151859
1315.0,0.0029011461318051534
1320.0,0.0028724928366762165
