Time (sec),Conc Ea (mol/L)
0.0,0.05
10.0,0.09587515683814303
20.0,0.046314303638644916
30.0,0.0430991217063991
40.0,0.04058971141781683
50.0,0.037923462986198295
60.0,0.03538268506900884
70.0,0.03324184441656212
80.0,0.031320577164366384
90.0,0.029720828105395232
100.0,0.02811323713927227
110.0,0.026638958594730245
120.0,0.025282308657465502
130.0,0.02416875784190716
140.0,0.023110100376411553
150.0,0.022020075282308663
160.0,0.021024153074027607
170.0,0.020075282308657464
180.0,0.01920483061480552
190.0,0.01859316185696361
200.0,0.017816813048933504
210.0,0.01707967377666249
220.0,0.016413111668757845
230.0,0.015738707653701386
240.0,0.015166248431618568
250.0,0.014711417816813054
260.0,0.014178168130489341
270.0,0.013637076537013803
280.0,0.013135194479297367
290.0,0.01271173149309912
300.0,0.012280426599749058
310.0,0.011974592220828108
320.0,0.011590338770388965
330.0,0.011237452948557094
340.0,0.010868883312421583
350.0,0.010508155583437893
360.0,0.0101474278544542
370.0,0.009849435382685073
380.0,0.009676913425344939
390.0,0.009355395232120457
400.0,0.009073086574654957
410.0,0.008782936010037644
420.0,0.008516311166875788
430.0,0.008304579673776659
440.0,0.008061480552070269
450.0,0.007802697616060227
460.0,0.007567440401505646
470.0,0.00735570890840653
480.0,0.007151819322459223
490.0,0.00694792973651192
500.0,0.006845984943538255
510.0,0.006665621079046422
520.0,0.006469573400250936
530.0,0.0062813676286072795
540.0,0.006116687578419068
550.0,0.005936323713927233
560.0,0.005763801756587199
570.0,0.005606963613550816
580.0,0.005465809284818069
590.0,0.005308971141781686
600.0,0.005034504391468008
610.0,0.0048855081555834404
620.0,0.004767879548306153
630.0,0.0046424090338770445
640.0,0.00450125470514429
650.0,0.004367942283563366
660.0,0.004250313676286072
670.0,0.004124843161856963
680.0,0.004022898368883319
690.0,0.004007214554579676
700.0,0.003881744040150566
710.0,0.0037641154328732713
720.0,0.003670012547051443
730.0,0.003575909661229608
740.0,0.003473964868255964
750.0,0.003379861982434129
760.0,0.003277917189460479
770.0,0.0031994981179422864
780.0,0.0030975533249686295
790.0,0.0030112923462986157
800.0,0.002917189460476787
810.0,0.0028309284818067736
820.0,0.002752509410288582
830.0,0.0026819322459222133
840.0,0.0025956712672521925
850.0,0.0025172521957340004
860.0,0.002446675031367631
870.0,0.002360414052697618
880.0,0.002289836888331241
890.0,0.0022114178168130497
900.0,0.0021565244667503094
910.0,0.002093789209535762
920.0,0.0020232120451693855
930.0,0.0019526348808030093
940.0,0.0018977415307402758
950.0,0.0018350062735257148
960.0,0.0017644291091593453
970.0,0.0017016938519447975
980.0,0.0016389585947302358
990.0,0.0015919071518193252
1000.0,0.0015291718946047635
1010.0,0.0014821204516938455
1020.0,0.0014272271016311196
1030.0,0.0013723337515683803
1040.0,0.0013174404015056475
1050.0,0.0012703889585947298
1060.0,0.00121549560853199
1070.0,0.0011684441656210722
1080.0,0.0011213927227101685
1090.0,0.0010664993726474288
1100.0,0.0010194479297365112
1110.0,0.0009723964868255934
1120.0,0.0009253450439146827
1130.0,0.000886135508155587
1140.0,0.0008469259723964911
1150.0,0.0007998745294855734
1160.0,0.0007528230865746559
1170.0,0.0007136135508155599
1180.0,0.0006744040150564643
1190.0,0.0006273525721455479
1200.0,0.0005881430363864439
1210.0,0.0005489335006273486
1220.0,0.0005097239648682538
1230.0,0.0004861982434128002
